Total,Crew,passenger,Ground,T,Incident[a],Phase,Year,Month,days_of_week,surivors,Country,City,accident ,Reason,Aircraft_name,Aircraft_model,flight_company
121,6,115,0,COM,Helios Airways Flight 522,ENR ,2005,8,Sunday,no survivors,Greece,Grammatiko,Collied,while takeoff,Boeing,737-31S,Helios Airways Flight
121,13,108,0,COM,Pakistan International Airlines Flight 705,APR ,1965,5,Thursday,no survivors,Egypt,New Cairo,Exploded,higy alltitude,Boeing,720,Pakistan International Airlines
120,10,110,0,COM,Aeroflot Flight 831 and Soviet Air Force An-12,ENR ,1969,6,Monday,no survivors,USSR,Poroslitsy,Collied,While landing,Ilyushin,Il-14M,Aeroflot Flight 831
119,12,107,0,COM,Iran Air Tours Flight 956,APR ,2002,2,Tuesday,no survivors,Iran,near Sarab-e Dowreh,Crashed,mountain collied,Tupolev,Tu-154M,Iran Air Tours
119,8,111,0,COM,TAME Flight 173,APR ,1983,7,Monday,no survivors,Ecuador,Cuenca,explosion,terrorist attack,Boeing,737-200,TAME Flight 173
118,8,106,4,COM,Scandinavian Airlines System Flight 686 and Private aircraft (D-IEVX),TOFTXI  ,2001,10,Monday,no survivors,Italy,Milan,caught fire ,Wing failure,McDonnell,Douglas,Scandinavian Airlines System
118,9,109,0,COM,British European Airways Flight 548,ICL ,1972,6,Sunday,no survivors,United Kingdom,Staines,Shot down,overloaded flight,Hawker,Siddeley,British European Airways
118,7,111,0,COM,Trans-Canada Air Lines Flight 831,ENR ,1963,11,Friday,no survivors,Canada,Sainte-Thérèse,Crashed ,lost signal,Douglas,DC-8-54CF,Trans-Canada Air Lines
117,6,111,0,COM,Bellview Airlines Flight 210,ENR ,2005,10,Saturday,no survivors,Nigeria,near Lagos,Crashed,mountain collied,Boeing,737-2L9,Bellview Airlines Flight
116,11,105,0,COM,Sudan Airways Flight 139,APR ,2003,7,Tuesday,survivors,Sudan,Port Sudan,Crashed,Misscommunication,Boeing,737-200C,Sudan Airways Flight
117,11,106,0,COM,Air India Flight 101,ENR ,1966,1,Monday,no survivors,France,Mont Blanc massif,Bomded,mountain collied,Boeing,707-437,Air India Flight
116,6,110,0,COM,Air Algérie Flight 5017,ENR ,2014,7,Thursday,no survivors,Mali,near Gossi,Shot down,explosive device,McDonnell,Douglas,Air Algérie Flight
116,8,108,0,COM,Avioimpex Flight 110,APR ,1993,11,Saturday,no survivors,Republic of Macedonia,Ohrid,Crashed,unable to control,Yakovlev,Yak-42,Avioimpex Flight 110
115,11,104,0,INB,Korean Air Flight 858,ENR ,1987,11,Sunday,no survivors,Burma,Andaman Sea,Crashed,international act,Boeing,707-3B5C,Korean Air Flight
115,7,108,0,COM,Alitalia Flight 112,APR ,1972,5,Friday,no survivors,Italy,Cinisi,Crashed ,Into sea,McDonnell,Douglas,Alitalia Flight 112
114,6,108,0,COM,Kenya Airways Flight 507,ENR ,2007,5,Saturday,no survivors,Cameroon,Douala,Collied,while takeoff,Boeing,737-8AL,Kenya Airways Flight
113,8,105,0,COM,Armavia Flight 967,APR ,2006,5,Wednesday,no survivors,Russia,Black Sea,Crashed,higy alltitude,Airbus,A320-221,Armavia Flight 967
113,9,100,4,COM,Air France Flight 4590,ICL ,2000,7,Tuesday,no survivors,France,Gonesse,Crashed,While landing,Aérospatiale-BAC,Concorde,Air France Flight
113,14,99,0,COM,Thai Airways International Flight 311,ENR ,1992,7,Friday,no survivors,Nepal,Langtang National Park,diappeared,mountain collied,Airbus,A310-304,Thai Airways International
113,6,107,0,COM,Eastern Air Lines Flight 66,APR ,1975,6,Tuesday,no survivors,U.S.,Jamaica,Crashed,terrorist attack,Boeing,727-225,Eastern Air Lines
113,10,103,0,COM,Air France Flight 117,APR ,1962,6,Friday,no survivors,West Indies,near Deshaies,Collied,Wing failure,Boeing,707-328,Air France Flight
112,6,106,0,COM,Cubana de Aviación Flight 0972,ICL ,2018,5,Friday,survivors,Cuba,Santiago de las Vegas,Crashed,overloaded flight,Boeing,737-201,Cubana de Aviación
112,9,103,0,COM,China Northern Airlines Flight 6136,APR ,2002,5,Tuesday,no survivors,China,Dalian Bay,exploded,lost signal,McDonnell,Douglas,China Northern Airlines
112,1,111,0,COM,United Airlines Flight 232,LDG  ,1989,7,Wednesday,no survivors,U.S.,Sioux City,Crashed,mountain collied,McDonnell,Douglas,United Airlines Flight
112,5,107,0,INB,Gulf Air Flight 771,APR ,1983,9,Friday,no survivors,United Arab Emirates,Mina Jebel Ali,Crashed,Misscommunication,Boeing,737-2P6,Gulf Air Flight
112,8,104,0,COM,CAAC Flight 3303,APR ,1982,4,Monday,no survivors,China,near Yangshuo,Crashed,mountain collied,Hawker,Siddeley,CAAC Flight 3303
112,6,106,0,COM,Sterling Airways Flight 296,ENR ,1972,3,Tuesday,no survivors,United Arab Emirates,Fujairah,Crashed,explosive device,Sud,Aviation,Sterling Airways Flight
112,7,105,0,COM,Dan-Air Flight 1903,ENR ,1970,7,Friday,no survivors,Spain,Les Agudes mountain,Crashed,unable to control,de,Havilland,Dan-Air Flight 1903
111,11,100,0,COM,Aeroflot Flight 909,ENR ,1976,3,Saturday,no survivors,USSR,Verkhnyaya Khava,exploded ,international act,Ilyushin,Il-18E,Aeroflot Flight 909
111,7,104,0,COM,Alaska Airlines Flight 1866,APR ,1971,9,Saturday,no survivors,U.S.,near Juneau,Crashed ,Into sea,Boeing,727-100,Alaska Airlines Flight
111,4,0,107,COM,Flying Tiger Line (N228SW),APR ,1966,12,Saturday,no survivors,Vietnam,Da Nang,accident ,while takeoff,Canadair,CL-44D4-1,Flying Tiger Line
111,10,101,0,COM,Caledonian Airways Flight 153,ICL ,1962,3,Sunday,no survivors,Cameroon,Douala,Hijacked,higy alltitude,Douglas,DC-7,Caledonian Airways Flight
110,5,105,0,COM,ValuJet Airlines Flight 592,ENR ,1996,5,Saturday,no survivors,U.S.,Everglades,Hijacked,While landing,McDonnell,Douglas,ValuJet Airlines Flight
110,6,101,3,INB,Avianca Flight 203,ENR ,1989,11,Monday,no survivors,Colombia,Bogotá,Collied,mountain collied,Boeing,727-21,Avianca Flight 203
110,7,103,0,COM,Aeroflot Flight 3519,ENR ,1984,12,Sunday,survivors,USSR,Yemelyanovo,Exploded,terrorist attack,Tupolev,154B-2,Aeroflot Flight 3519
110,6,104,0,COM,Far Eastern Air Transport Flight 103,ENR ,1981,8,Saturday,no survivors,Taiwan,Miaoli,Collied,Wing failure,Boeing,737-222,Far Eastern Air
109,7,102,0,COM,Aeroflot (CCCP-75559),APR ,1974,4,Saturday,no survivors,USSR,Shushary,Crashed,overloaded flight,Ilyushin,Il-18V,Aeroflot (CCCP-75559)
109,8,101,0,COM,Aeroflot Flight 1036,ICL ,1972,10,Sunday,no survivors,USSR,Black Sea,explosion,lost signal,Ilyushin,Il-18V,Aeroflot Flight 1036
109,9,100,0,COM,Air Canada Flight 621,LDG ,1970,7,Sunday,no survivors,Canada,Vaughan,caught fire ,mountain collied,McDonnell,Douglas,Air Canada Flight
108,7,101,0,COM,Sosoliso Airlines Flight 1145,LDG ,2005,12,Saturday,no survivors,Nigeria,Port Harcourt,Shot down,Misscommunication,McDonnell,Douglas,Sosoliso Airlines Flight
108,8,100,0,EXG,Orbi Georgian Airways (4L-85163),APR ,1993,9,Wednesday,no survivors,Georgia,Babushara,Crashed ,mountain collied,Tupolev,Tu-154B,Orbi Georgian Airways
108,8,100,0,COM,China General Aviation Flight 7552,ICL ,1992,7,Friday,no survivors,China,Nanjing,Crashed,explosive device,Yakovlev,Yak-42,China General Aviation
108,10,98,0,COM,China Southwest Airlines Flight 4146,APR ,1988,1,Monday,no survivors,China,near Chongqing,Crashed,unable to control,Ilyushin,Il-18D,China Southwest Airlines
108,5,103,0,COM,Alitalia Flight 4128,APR ,1978,12,Saturday,no survivors,Italy,Tyrrhenian Sea,Bomded,international act,McDonnell,Douglas,Alitalia Flight 4128
108,8,100,0,COM,Aeroflot Flight 3932,ICL ,1973,9,Sunday,no survivors,USSR,Sverdlovsk,Shot down,Into sea,Tupolev,Tu-104,Aeroflot Flight 3932
108,4,104,0,COM,Invicta International Airlines Flight 435,APR ,1973,4,Tuesday,no survivors,Switzerland,Hochwald,Crashed,while takeoff,Vickers,952,Invicta International Airlines
108,8,100,0,EXS,Libyan Arab Airlines Flight 114,ENR ,1973,2,Wednesday,no survivors,Egypt,Western Sinai Peninsula,Crashed,higy alltitude,Boeing,727-224,Libyan Arab Airlines
107,11,96,0,COM,Pan Am Flight 812,APR ,1974,4,Monday,no survivors,Indonesia,area of Negara,Crashed ,While landing,Boeing,707-321B,Pan Am Flight
107,8,99,0,COM,Aeroflot Flight 2230,ICL ,1967,11,Thursday,no survivors,USSR,Aramil,Collied,mountain collied,Ilyushin,Il-18V,Aeroflot Flight 2230
107,11,96,0,COM,Flying Tiger Line Flight 739,ENR ,1962,3,Friday,no survivors,Pacific Ocean,Pacific Ocean,Crashed,terrorist attack,Lockheed,L-1049H,Flying Tiger Line
106,10,84,12,MIL,Iranian Air Force (5-8519),APR ,2005,12,Tuesday,no survivors,Iran,Tehran,Crashed,Wing failure,Lockheed,C-130E,Iranian Air Force
106,7,99,0,COM,Royal Air Maroc (OO-SRD),ENR ,1973,12,Saturday,no survivors,Morocco,Mount Mellalyene,diappeared,overloaded flight,Sud,Aviation,Royal Air Maroc
105,8,97,0,COM,Kam Air Flight 904,ENR ,2005,2,Thursday,no survivors,Afghanistan,Chaperi Ghar Mountain,Crashed,lost signal,Boeing,737-242,Kam Air Flight
104,5,99,0,COM,Cebu Pacific Air Flight 387,ENR ,1998,2,Monday,no survivors,Philippines,Mount Sumagaya,Collied,mountain collied,McDonnell,Douglas,Cebu Pacific Air
104,7,97,0,COM,SilkAir Flight 185,ENR ,1997,12,Friday,no survivors,Indonesia,Musi River,Crashed,Misscommunication,Boeing,737-36N,SilkAir Flight 185
104,6,98,0,COM,Iberia Flight 602,APR ,1972,1,Friday,no survivors,Spain,Ibiza,exploded,mountain collied,Sud,Aviation,Iberia Flight 602
104,6,11,87,COM,Middle East Airlines Flight 265 and Turkish Air Force (CBK-28),APRENR ,1963,2,Friday,no survivors,Turkey,Ankara,Crashed,explosive device,Vickers,Viscount,Middle East Airlines
103,11,92,0,COM,Afriqiyah Airways Flight 771,APR ,2010,5,Wednesday,survivors,Libya,Tripoli,Crashed,unable to control,Airbus,A330-202,Afriqiyah Airways Flight
103,7,66,30,COM,EAS Airlines Flight 4226,ENR ,2002,5,Saturday,no survivors,Nigeria,Kano,Crashed,international act,BAC,One-Eleven,EAS Airlines Flight
103,7,96,0,MIL,Iranian Air Force C-130 crash,APR ,1986,11,Sunday,no survivors,Iran,near Zahedan,Crashed,Into sea,Lockheed,C-130,Iranian Air Force
102,6,96,0,COM,Adam Air Flight 574,ENR ,2007,1,Monday,no survivors,Indonesia,Makassar Strait,Crashed,while takeoff,Boeing,737-4Q8,Adam Air Flight
102,6,96,0,COM,Air Algérie Flight 6289,ICL ,2003,3,Thursday,survivors,Algeria,Tamanrasset,exploded ,higy alltitude,Boeing,737-2T4,Air Algérie Flight
102,5,97,0,COM,Dominicana de Aviación DC-9 (HI-177),ICL ,1970,2,Sunday,no survivors,Dominican Republic,Caribbean,Crashed ,While landing,McDonnell,Douglas,Dominicana de Aviación
102,9,93,0,COM,Aeroflot Flight 558,ENR ,1972,8,Thursday,no survivors,USSR,near Spassky,accident ,mountain collied,Ilyushin,Il-18V,Aeroflot Flight 558
101,11,90,0,COM,Thai Airways International Flight 261,APR ,1998,12,Friday,no survivors,Thailand,Surat Thani,Hijacked,terrorist attack,Airbus,A310-200,Thai Airways International
101,5,96,0,COM,Eastern Air Lines Flight 401,APR ,1972,12,Friday,no survivors,U.S.,Everglades,Hijacked,Wing failure,Lockheed,L-1011-385-1,Eastern Air Lines
101,7,92,2,COM,LANSA Flight 502,ICL ,1970,8,Sunday,survivors,Peru,Cusco,Collied,overloaded flight,Lockheed,L-188,LANSA Flight 502
101,6,95,0,COM,Northwest Orient Airlines Flight 293,ENR ,1963,6,Monday,no survivors,U.S.,Pacific Ocean,Exploded,lost signal,Douglas,DC-7CF,Northwest Orient Airlines
100,7,93,0,INH,Malaysian Airline System Flight 653,ENR ,1977,12,Sunday,no survivors,Malaysia,near Tanjung Kupang,Collied,mountain collied,Boeing,737-2H6,Malaysian Airline System
100,7,93,0,COM,United Arab Airlines (SU-APC),LDG ,1969,3,Thursday,no survivors,Egypt,Aswan,Crashed,Misscommunication,Ilyushin,Il-18D,United Arab Airlines
99,7.413793103,0,2,MIL,Indonesian Air Force (A-1325),APR ,2009,5,Wednesday,no survivors,Indonesia,near Madiun,explosion,mountain collied,Lockheed,C-130H,Indonesian Air Force
99,6,90,3,COM,TAM Transportes Aéreos Regionais Flight 402,ICL ,1996,10,Thursday,no survivors,Brazil,São Paulo,caught fire ,explosive device,Fokker,100,TAM Transportes Aéreos
99,4,95,0,COM,Aeroflot Flight 3603,APR ,1981,11,Monday,no survivors,USSR,near Norilsk,Shot down,unable to control,Tupolev,Tu-154B-2,Aeroflot Flight 3603
99,8,91,0,COM,KLM Flight 607E,ENR ,1958,8,Thursday,no survivors,Ireland,Atlantic Ocean,Crashed ,international act,Lockheed,L-1049,KLM Flight 607E
98,8,89,1,COM,Pakistan International Airlines Flight 8303,APR ,2020,5,Friday,no survivors,Pakistan,Karachi,Crashed,Into sea,Airbus,A320-214,Pakistan International Airlines
98,8,90,0,COM,Khabarovsk United Air Group Flight 3949,ENR ,1995,12,Wednesday,no survivors,Russia,area of Grossevichi,Crashed,while takeoff,Tupolev,Tu-154B,Khabarovsk United Air
98,6,92,0,MIL,Royal Saudi Air Force (469),APR ,1991,3,Thursday,no survivors,Saudi Arabia,near Khafji,Bomded,higy alltitude,Lockheed,C-130H,Royal Saudi Air
98,6,92,0,MIL,Indian Air Force Flight 203,ENR ,1968,2,Wednesday,no survivors,India,Rohtang Pass,Shot down,While landing,Antonov,An-12BP,Indian Air Force
98,6,92,0,COM,Britannia Airways Flight 105,APR ,1966,9,Thursday,no survivors,Yugoslavia,Komenda,Crashed,mountain collied,Bristol,175,Britannia Airways Flight
97,10,87,0,COM,Pan Am Flight 806,APR ,1974,1,Wednesday,no survivors,American Samoa,Pago Pago,Crashed,terrorist attack,Boeing,707-321B,Pan Am Flight
97,4,93,0,COM,Aeroflot Flight 1912,APR ,1971,7,Sunday,no survivors,USSR,Irkutsk,Crashed ,Wing failure,Tupolev,Tu-104B,Aeroflot Flight 1912
97,17,80,0,COM,Varig Flight 810,APR ,1962,11,Tuesday,no survivors,Peru,La Cruz peak,Collied,overloaded flight,Boeing,707-441,Varig Flight 810
96,8,88,0,MIL,Polish Air Force (101),APR ,2010,4,Saturday,no survivors,Russia,Smolensk,Crashed,lost signal,Tupolev,Tu-154M,Polish Air Force
96,4,92,0,COM,ADC Airlines Flight 053,ICL ,2006,10,Sunday,no survivors,Nigeria,Abuja,Crashed,mountain collied,Boeing,737-2B7,ADC Airlines Flight
95,6,89,0,COM,Indian Airlines Flight 171,APR ,1976,10,Tuesday,no survivors,India,Mumbai,diappeared,Misscommunication,Sud,Aviation,Indian Airlines Flight
95,6,89,0,EXG,Air France Flight 1611,ENR ,1968,9,Wednesday,no survivors,France,Mediterranean,Crashed,mountain collied,Sud,Aviation,Air France Flight
95,8,87,0,COM,American Airlines Flight 1,ICL ,1962,3,Thursday,no survivors,U.S.,Jamaica Bay,Collied,explosive device,Boeing,707-123B,American Airlines Flight
94,7,87,0,COM,TAME Flight 120,APR ,2002,1,Monday,no survivors,Colombia,Cumbal Volcano,Crashed,unable to control,Boeing,727-134,TAME Flight 120
94,12,82,0,COM,Aeroflot Flight 8381 and Soviet Air Force (SSSR-26492),APRENR ,1985,5,Friday,no survivors,USSR,Zolochiv,exploded,international act,Tupolev,Tu-134,Aeroflot Flight 8381
94,9,85,0,COM,Alitalia Flight 771,ENR ,1962,7,Saturday,no survivors,India,Junnar,Crashed,Into sea,McDonnell,Douglas,Alitalia Flight 771
93,6,87,0,COM,Aerovias Guatemala Caravelle (HC-BAE),APR ,1986,1,Saturday,no survivors,Guatemala,Flores,Crashed,while takeoff,Sud,Aviation,Aerovias Guatemala Caravelle
93,6,87,0,COM,Iberia Flight 350 and  Aviaco Flight 134,TOFTXI ,1983,12,Wednesday,no survivors,Spain,Madrid,Crashed,higy alltitude,Boeing,727,Iberia Flight 350
92,8,84,0,MIL,Russian Air Force (RA-85572),ENR ,2016,12,Sunday,no survivors,Russia,Black Sea,Crashed,While landing,Tupolev,Tu-154,Russian Air Force
92,4,88,0,COM,Indian Airlines Flight 605,APR ,1990,2,Wednesday,no survivors,India,Bangalore,Crashed,mountain collied,Airbus,A320-231,Indian Airlines Flight
92,7,85,0,COM,Trans World Airlines Flight 514,APR ,1974,12,Sunday,no survivors,U.S.,Mount Weather,exploded ,terrorist attack,Boeing,727-231,Trans World Airlines
92,7,85,0,COM,Aeroflot Flight U-45,ENR ,1970,2,Friday,no survivors,USSR,Bulungur District,Crashed,Wing failure,Ilyushin,Il-18V,Aeroflot Flight U-45
91,5,86,0,MIL,Sudanese Air Force,ENR ,1996,2,Monday,no survivors,Sudan,Jabal Awliya,Crashed,overloaded flight,Lockheed,C-130H,Sudanese Air Force
91,3,0,88,COM,Lloyd Aéreo Boliviano (N730JP),ICL ,1976,10,Wednesday,no survivors,Bolivia,Santa Cruz,diappeared,lost signal,Boeing,707-131F,Lloyd Aéreo Boliviano
91,6,85,0,COM,LANSA Flight 508,ENR ,1971,12,Friday,survivors,Peru,Puerto Inca,Crashed,mountain collied,Lockheed,L-188,LANSA Flight 508
90,8,82,0,COM,Ethiopian Airlines Flight 409,ICL ,2010,1,Monday,no survivors,Lebanon,Mediterranean,Collied,Misscommunication,Boeing,737-8AS,Ethiopian Airlines Flight
90,5,85,0,COM,One-Two-GO Airlines Flight 269,LDG ,2007,9,Sunday,no survivors,Thailand,Phuket,Crashed,mountain collied,McDonnell,Douglas,One-Two-GO Airlines Flight
90,7,83,0,COM,Aeroflot Flight 5463,APR ,1983,8,Tuesday,no survivors,USSR,near Almaty,exploded,explosive device,Tupolev,Tu-134A,Aeroflot Flight 5463
90,8,82,0,COM,Aeroflot Flight 411,ICL ,1982,7,Tuesday,no survivors,USSR,Mendeleyevo,Crashed,unable to control,Ilyushin,Il-62M,Aeroflot Flight 411
90,8,82,0,COM,Aeroflot Flight 3843,APR ,1977,1,Thursday,no survivors,USSR,Almaty,Crashed,international act,Tupolev,Tu-104A,Aeroflot Flight 3843
90,10,76,4,COM,Japan Air Lines Flight 471,APR ,1972,6,Wednesday,no survivors,India,near New Delhi,Crashed,Into sea,Douglas,DC-8-53,Japan Air Lines
90,5,85,0,COM,Olympic Airways Flight 954,APR ,1969,12,Monday,no survivors,Greece,Keratea,Crashed,while takeoff,Douglas,DC-6,Olympic Airways Flight
89,8,81,0,MIL,Royal Saudi Air Force (453),ICL ,1980,9,Sunday,no survivors,Saudi Arabia,Medina,Crashed,higy alltitude,Lockheed,C-130E,Royal Saudi Air
89,6,83,0,COM,Delta Air Lines Flight 723,APR ,1973,7,Tuesday,no survivors,U.S.,Boston,exploded ,While landing,McDonnell,Douglas,Delta Air Lines
88,6,82,0,COM,Aeroflot Flight 821,APR ,2008,9,Sunday,no survivors,Russia,Perm,Crashed,mountain collied,Boeing,737-505,Aeroflot Flight 821
88,5,83,0,COM,Alaska Airlines Flight 261,ENR ,2000,1,Monday,no survivors,U.S.,Pacific Ocean,Crashed,terrorist attack,McDonnell,Douglas,Alaska Airlines Flight
88,8,80,0,MIL,Iranian Air Force,ENR ,1997,3,Thursday,no survivors,Iran,near Mashhad,diappeared,Wing failure,Lockheed,C-130,Iranian Air Force
88,9,79,0,INB,Trans World Airlines Flight 841,ENR ,1974,9,Sunday,no survivors,Greece,Mediterranean,Crashed,overloaded flight,Boeing,707-331B,Trans World Airlines
88,5,83,0,COM,Air Ferry DC-4 G-APYK,ENR ,1967,6,Saturday,no survivors,France,Mont Canigou,Collied,lost signal,Douglas,C-54,Air Ferry DC-4
87,5,82,0,COM,Air Inter Flight 5148,APR ,1992,1,Monday,no survivors,France,Barr,Crashed,mountain collied,Airbus,A320-111,Air Inter Flight
87,10,77,0,COM,LOT Polish Airlines Flight 007,APR ,1980,3,Friday,no survivors,Poland,Warsaw,exploded,Misscommunication,Ilyushin,Il-62,LOT Polish Airlines
87,11,76,0,COM,Nigeria Airways Flight 925,APR ,1969,11,Thursday,no survivors,Nigeria,Lagos,Crashed,mountain collied,Vickers,VC10,Nigeria Airways Flight
87,7,80,0,COM,LAN Chile Flight 107,ENR ,1965,2,Saturday,no survivors,Chile,San José Volcano,Crashed,explosive device,Douglas,DC-6,LAN Chile Flight
87,9,78,0,COM,Aeroflot Flight 721,APR ,1964,9,Wednesday,no survivors,USSR,near Yuzhno Sakhalinsk,Crashed,unable to control,Ilyushin,Il-18V,Aeroflot Flight 721
87,5,82,0,MIL,US Air Force (50-0100),ICL ,1952,12,Saturday,no survivors,U.S.,Moses Lake,Crashed,international act,Douglas,C-124A,US Air Force
86,6,79,1,COM,Aviaco Flight 118,APR ,1973,8,Monday,no survivors,Spain,A Coruña,Crashed,Into sea,Sud,Aviation,Aviaco Flight 118
86,7,79,0,COM,Aeroflot Flight 03,ENR ,1962,9,Monday,no survivors,USSR,near Yelabuga,exploded ,while takeoff,Tupolev,Tu-104A,Aeroflot Flight 03
85,6,79,0,COM,Tajikistan Airlines Flight 3183,APR ,1997,12,Monday,survivors,United Arab Emirates,Sharjah,Crashed,higy alltitude,Tupolev,Tu-154B-1,Tajikistan Airlines Flight
85,5,80,0,COM,Braniff International Airways Flight 352,ENR ,1968,5,Friday,no survivors,U.S.,Dawson,Crashed,While landing,Lockheed,L-188A,Braniff International Airways
85,4,81,0,MIL,US Air Force C-123 (56-4376),ENR ,1965,12,Saturday,no survivors,Vietnam,near Tuy Hòa,diappeared,mountain collied,Fairchild,C-123B-18-FA,US Air Force
85,4,81,0,COM,Paradise Airlines Flight 901A,ENR ,1964,3,Sunday,no survivors,U.S.,Genoa,Crashed,terrorist attack,Lockheed,L-049,Paradise Airlines Flight
84,7,77,0,COM,Aeroflot Flight 2808,APR ,1992,8,Thursday,no survivors,Russia,Andreevo,Collied,Wing failure,Tupolev,Tu-134A,Aeroflot Flight 2808
84,0,84,0,MIL,Fuerza Aérea Sandinista (265),UNK ,1982,12,Thursday,no survivors,Nicaragua,near San Andres de Bocay,Crashed,overloaded flight,Mil,Mi-8TV,Fuerza Aérea Sandinista
84,12,72,0,MIL,US Air Force (60-0373),ENR ,1965,6,Friday,no survivors,U.S.,Santiago Canyon,exploded,lost signal,Boeing,C-135,US Air Force
84,5,79,0,COM,Eastern Air Lines Flight 663,ENR ,1965,2,Monday,no survivors,U.S.,Atlantic Ocean,Crashed,mountain collied,Douglas,DC-7B,Eastern Air Lines
84,8,76,0,EXG,Aeroflot Flight 902,ENR ,1962,6,Saturday,no survivors,USSR,near Voznesenka,Crashed,Misscommunication,Tupolev,Tu-104A,Aeroflot Flight 902
83,4,79,0,COM,Singapore Airlines Flight 006,TOF ,2000,10,Tuesday,no survivors,Taiwan,Dayuan District,Crashed,mountain collied,Boeing,747-412,Singapore Airlines Flight
83,11,72,0,MIL,Russian Air Force (RA-74295),APR ,2000,10,Wednesday,no survivors,Georgia,Zundagi,Crashed,explosive device,Ilyushin,Il-18D,Russian Air Force
83,4,79,0,COM,Palair Macedonian Airlines Flight 301,ICL ,1993,3,Friday,no survivors,Republic of Macedonia,Petrovec,Crashed,unable to control,Fokker,100,Palair Macedonian Airlines
83,5,78,0,MIL,Afghanistan Air Force,ICL ,1990,8,Friday,no survivors,Afghanistan,near Shindand,Hijacked,international act,Antonov,An-12,Afghanistan Air Force
83,9,74,0,COM,Thai Airways Flight 365,APR ,1987,8,Monday,no survivors,Thailand,Phuket,Hijacked,Into sea,Boeing,737-2P5,Thai Airways Flight
83,5,78,0,COM,Allegheny Airlines Flight 853 and Private aircraft (N7374J),ENR ,1969,9,Tuesday,no survivors,U.S.,Fairland,Collied,while takeoff,McDonnell,Douglas,Allegheny Airlines Flight
83,9,74,0,COM,Aeroflot Flight 15,ENR ,1968,2,Thursday,survivors,USSR,Parchum,Exploded,higy alltitude,Ilyushin,Il-18D,Aeroflot Flight 15
83,5,78,0,COM,American Flyers Airline Flight 280/D,APR ,1966,4,Friday,no survivors,U.S.,Ardmore,Collied,While landing,Lockheed,L-188,American Flyers Airline
83,8,75,0,COM,British Eagle International Airlines Flight 802/6,ENR ,1964,2,Saturday,no survivors,Austria,Glungezer mountain,Crashed,mountain collied,Bristol,175,British Eagle International
83,6,77,0,COM,President Airlines (N90773),ICL ,1961,9,Sunday,no survivors,Ireland,Shannon,explosion,terrorist attack,Douglas,DC-6B,President Airlines (N90773)
82,5,77,0,COM,Tajikistan Airlines (87995),TOF ,1993,8,Saturday,no survivors,Tajikistan,Khorog,caught fire ,Wing failure,Yakovlev,Yak-40,Tajikistan Airlines (87995)
